Unnamed: 0,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
,M. MervisDH,5,1,2,3,1,0,2,0.276,0.313,0.586,B. NimmoLF,3,0,0,0,0,0,0,0.2,0.245,0.378
,D. MyersCF,5,0,2,0,0,0,1,0.333,0.355,0.4,S. MarteDH,3,0,0,0,0,0,1,0.235,0.391,0.412
,G. ConineLF,4,0,0,0,0,1,3,0.237,0.31,0.342,M. Vientos3B,2,0,0,0,0,1,0,0.119,0.245,0.167
,N. FortesC,5,0,2,1,0,0,1,0.3,0.333,0.5,B. Baty2B,3,0,0,0,0,0,2,0.111,0.111,0.148
,G. Pauley3B,4,0,0,0,0,0,1,0.176,0.222,0.294,T. TaylorCF,3,0,0,0,0,0,0,0.154,0.154,0.154
,J. Sanoja2B,3,0,1,0,0,1,0,0.25,0.286,0.25,H. SengerC,3,0,0,0,0,0,1,0.222,0.263,0.278
,team,38,5,10,5,1,5,12,,,,team,28,0,2,0,0,2,5,,,
,gameId: 401695080,,,,,,,,,,,,,,,,,,,,,
,B. RiceDH,5,1,1,2,1,0,2,0.306,0.419,0.667,J. MalloyDH,5,0,2,0,0,0,1,0.231,0.4,0.308
,A. JudgeRF,4,0,2,2,0,1,1,0.354,0.446,0.792,A. Ibanez3B,3,0,0,0,0,0,1,0.136,0.24,0.273
,C. BellingerCF-LF,4,0,0,0,0,1,3,0.206,0.268,0.294,aK. CarpenterPH-RF,1,0,0,0,0,0,0,0.216,0.231,0.568
,P. Goldschmidt1B,5,0,2,0,0,0,0,0.383,0.431,0.511,R. GreeneLF,4,0,1,0,0,0,2,0.286,0.3,0.551
,J. Chisholm Jr.2B,4,0,0,0,0,1,2,0.18,0.255,0.46,S. Torkelson1B,3,1,1,0,0,1,0,0.311,0.415,0.622
,A. VolpeSS,3,0,0,0,0,1,2,0.234,0.321,0.553,D. DinglerC,4,0,1,0,0,0,3,0.346,0.37,0.692
,J. DominguezLF,3,0,0,0,0,0,2,0.205,0.295,0.359,C. Keith2B,4,0,0,0,0,0,3,0.171,0.383,0.229
,T. GrishamCF,1,0,0,0,0,0,0,0.367,0.441,0.7,J. BaezSS,4,1,1,0,0,0,3,0.321,0.345,0.393
,J.C. EscarraC,2,0,0,0,0,1,1,0.125,0.3,0.25,R. KreidlerCF,3,0,0,0,0,0,1,0.12,0.185,0.12
,P. ReyesPR,0,1,0,0,0,0,0,0,0.143,0,bT. SweeneyPH,0,1,0,0,0,1,0,0.235,0.316,0.412
,A. WellsC,0,0,0,0,0,0,0,0.189,0.279,0.432,Z. McKinstryRF-3B,4,0,2,2,0,0,0,0.371,0.452,0.571
,O. Cabrera3B,3,2,2,0,0,0,0,0.308,0.379,0.308,team,35,3,8,2,0,2,14,,,
,team,34,4,7,4,1,5,13,,,,,,,,,,,,,,
,gameId: 401695081,,,,,,,,,,,,,,,,,,,,,
,K. SchwarberDH,4,0,0,0,0,1,3,0.293,0.42,0.732,M. Harris IICF,4,0,0,1,0,0,1,0.225,0.233,0.35
,T. TurnerSS,4,2,2,1,1,1,2,0.281,0.395,0.406,O. Albies2B,5,0,1,0,0,0,1,0.2,0.25,0.311
,B. Harper1B,3,1,1,2,1,2,1,0.279,0.38,0.465,M. OzunaDH,4,0,2,0,0,1,1,0.273,0.5,0.394
,A. Bohm3B,5,0,0,0,0,0,4,0.178,0.196,0.2,S. FairchildPR,0,0,0,0,0,0,0,0.2,0.2,0.6
,M. KeplerLF,4,1,2,0,0,0,1,0.212,0.35,0.364,M. Olson1B,3,0,0,0,0,2,1,0.211,0.375,0.368
,N. CastellanosRF,4,0,1,0,0,0,0,0.308,0.372,0.538,A. Riley3B,5,1,2,1,1,0,1,0.2,0.25,0.4
,J.T. RealmutoC,3,0,1,0,0,1,1,0.226,0.314,0.323,S. MurphyC,3,1,1,0,0,1,1,0.429,0.556,0.857
,B. Stott2B,4,0,2,1,0,0,1,0.278,0.333,0.417,B. De La CruzLF,4,0,2,0,0,0,0,0.231,0.286,0.231
,B. MarshCF,4,0,0,0,0,0,1,0.143,0.273,0.25,E. WhitePR-LF,0,0,0,0,0,0,0,0.2,0.2,0.2
,team,35,4,9,4,2,5,14,,,,J. KelenicRF,3,1,0,0,0,1,0,0.167,0.265,0.267
,,,,,,,,,,,,O. ArciaSS,4,0,2,1,0,0,1,0.25,0.286,0.3
,,,,,,,,,,,,N. AllenPR-SS,0,0,0,0,0,0,0,0.278,0.316,0.333
,,,,,,,,,,,,team,35,3,10,3,1,5,7,,,
,gameId: 401695082,,,,,,,,,,,,,,,,,,,,,
,L. NootbaarRF-LF,5,0,0,0,0,1,0,0.271,0.386,0.417,J. SuwinskiCF,2,0,0,0,0,2,1,0.12,0.267,0.16
,W. ContrerasDH,6,1,1,0,0,0,1,0.102,0.17,0.143,bA. CanarioPH-CF,1,1,0,0,0,1,0,0.071,0.133,0.071
,B. DonovanLF-2B,5,0,1,0,0,0,1,0.375,0.415,0.563,B. ReynoldsDH,3,0,0,0,0,3,2,0.196,0.281,0.373
,N. Arenado3B,4,0,0,0,0,1,0,0.31,0.42,0.452,A. McCutchenRF,6,0,0,0,0,0,3,0.267,0.333,0.433
,A. Burleson1B,4,0,1,0,0,0,0,0.275,0.31,0.35,J. BartC,5,0,2,1,0,0,1,0.282,0.378,0.436
,M. SianiPR-CF,0,0,0,0,0,0,0,0.125,0.222,0.125,K. Hayes3B,4,1,1,0,0,1,1,0.239,0.314,0.37
,bJ. WalkerPH-RF,1,0,1,1,0,0,0,0.282,0.378,0.359,E. Rodriguez1B,5,0,1,0,0,0,0,0.2,0.282,0.286
,P. PagesC,5,0,1,0,0,0,2,0.286,0.286,0.5,A. Frazier2B,5,0,0,0,0,0,1,0.158,0.214,0.158
,V. Scott IICF-LF-CF,5,0,1,0,0,0,2,0.286,0.354,0.452,T. PhamLF,3,0,1,1,0,2,1,0.125,0.25,0.15
,T. Saggese2B,3,0,1,0,0,0,1,0.455,0.417,0.727,T. ChengSS,2,0,0,0,0,0,0,0,0,0
,aL. BakerPH-1B,2,0,0,0,0,0,1,0.308,0.438,0.385,aE. ValdezPH,1,0,0,0,0,0,0,0.176,0.222,0.353
,M. WinnSS,4,0,0,0,0,1,2,0.222,0.314,0.289,I. Kiner-FalefaSS,2,0,0,0,0,0,0,0.3,0.391,0.325
,team,44,1,7,1,0,3,10,,,,team,39,2,5,2,0,9,10,,,
,gameId: 401695083,,,,,,,,,,,,,,,,,,,,,
,B. BichetteSS,4,0,0,1,0,0,0,0.291,0.344,0.364,J. DuranLF,5,1,1,0,0,0,1,0.228,0.274,0.316
,V. Guerrero Jr.DH-1B,5,1,3,0,0,0,0,0.288,0.367,0.346,R. DeversDH,4,0,2,0,0,0,1,0.265,0.373,0.429
,A. SantanderLF,4,0,1,0,0,0,1,0.184,0.298,0.204,A. Bregman3B,3,0,0,1,0,0,2,0.291,0.322,0.491
,A. Gimenez2B,3,0,2,0,0,1,1,0.25,0.37,0.5,T. Casas1B,4,0,0,0,0,0,1,0.163,0.217,0.279
,W. Wagner1B,2,0,0,1,0,1,0,0.267,0.353,0.333,T. StorySS,4,0,0,0,0,0,2,0.25,0.28,0.396
,aG. SpringerPH,1,0,0,0,0,0,0,0.447,0.512,0.711,W. AbreuRF,3,0,0,0,0,1,1,0.378,0.5,0.703
,J. HoffmanP,0,0,0,0,0,0,0,0,0,0,K. CampbellCF,4,0,1,0,0,0,3,0.341,0.44,0.585
,N. SandlinP,0,0,0,0,0,0,0,0,0,0,D. Hamilton2B,4,0,0,0,0,0,1,0.056,0.105,0.056
,A. KirkC,4,0,0,0,0,0,1,0.25,0.244,0.275,C. NarvaezC,3,0,0,0,0,0,2,0.261,0.37,0.391
,A. RodenRF,4,0,0,0,0,0,0,0.212,0.308,0.273,aR. RefsnyderPH,1,0,0,0,0,0,0,0.364,0.417,0.364
,E. Clement3B,4,1,0,0,0,0,1,0.107,0.212,0.143,team,35,1,4,1,0,1,14,,,
,N. LukesCF,4,0,0,0,0,0,0,0.167,0.25,0.167,,,,,,,,,,,
,team,35,2,6,2,0,2,4,,,,,,,,,,,,,,
,gameId: 401695084,,,,,,,,,,,,,,,,,,,,,
,M. WallnerDH,4,1,1,1,1,0,3,0.289,0.386,0.526,J. IndiaLF,4,0,0,0,0,0,2,0.233,0.365,0.302
,W. Castro3B,3,0,0,0,0,0,0,0.216,0.326,0.405,B. Witt Jr.SS,3,0,1,0,0,1,1,0.255,0.34,0.426
,C. CorreaSS,3,2,1,0,0,1,0,0.163,0.234,0.256,V. PasquantinoDH,4,0,0,0,0,0,0,0.171,0.239,0.341
,T. LarnachLF,2,0,0,0,0,2,1,0.216,0.318,0.243,S. PerezC,3,0,0,0,0,0,0,0.196,0.245,0.304
,T. France1B,4,1,3,2,1,0,0,0.256,0.304,0.395,M. Massey2B,3,0,0,0,0,0,0,0.233,0.261,0.302
,E. Julien2B,4,0,1,1,0,0,1,0.2,0.259,0.24,H. RenfroeRF,2,0,0,0,0,0,0,0.156,0.229,0.188
,H. BaderCF,4,0,0,0,0,0,3,0.265,0.286,0.559,aM. MelendezPH-RF,1,0,0,0,0,0,0,0.111,0.25,0.148
,D. Keirsey Jr.RF,4,0,0,0,0,0,2,0,0,0,C. Biggio1B,3,0,1,0,0,0,0,0.294,0.333,0.294
,C. VazquezC,3,0,1,0,0,0,0,0.105,0.15,0.211,M. Garcia3B,3,0,1,0,0,0,1,0.308,0.341,0.538
,team,31,4,7,4,2,3,10,,,,K. IsbelCF,3,0,0,0,0,0,0,0.267,0.267,0.4
,,,,,,,,,,,,team,29,0,3,0,0,1,4,,,
,gameId: 401695085,,,,,,,,,,,,,,,,,,,,,
,M. Semien2B,4,1,1,0,0,1,0,0.122,0.189,0.184,I. HappLF,4,1,1,0,0,0,0,0.203,0.297,0.281
,C. SeagerSS,5,2,2,2,2,0,2,0.22,0.273,0.439,K. TuckerRF,3,0,0,0,0,1,0,0.322,0.452,0.678
,J. Jung3B,4,1,1,1,0,0,0,0.467,0.467,0.733,S. SuzukiDH,4,1,2,1,0,0,0,0.3,0.403,0.567
,A. GarcíaRF,4,0,1,1,0,0,1,0.19,0.277,0.405,M. Busch1B,4,0,1,1,0,0,2,0.268,0.375,0.439
,J. Burger1B,4,0,1,0,0,0,1,0.119,0.159,0.286,D. SwansonSS,4,0,0,0,0,0,1,0.211,0.281,0.474
,K. HigashiokaC,4,0,0,0,0,0,0,0.217,0.28,0.304,N. Hoerner2B,3,0,0,0,0,0,0,0.326,0.396,0.349
,K. PillarLF,4,1,1,0,0,0,1,0.333,0.333,0.4,P. Crow-ArmstrongCF,3,0,0,0,0,0,1,0.211,0.286,0.263
,J. HeimDH,4,1,2,2,1,0,0,0.31,0.31,0.621,M. Shaw3B,3,0,0,0,0,0,1,0.17,0.316,0.255
,L. TaverasCF,4,0,2,0,0,0,2,0.25,0.27,0.306,M. AmayaC,3,0,0,0,0,0,0,0.267,0.258,0.4
,team,37,6,11,6,3,1,7,,,,team,31,2,4,2,0,1,5,,,
,gameId: 401695086,,,,,,,,,,,,,,,,,,,,,
,G. HendersonSS,4,0,1,0,0,0,1,0.16,0.192,0.2,C. CarrollRF,4,2,2,1,1,1,1,0.32,0.424,0.74
,A. RutschmanC,3,0,1,0,0,1,1,0.267,0.365,0.422,G. PerdomoSS,4,2,3,1,1,1,0,0.333,0.389,0.511
,R. O'HearnDH,3,0,0,0,0,1,0,0.281,0.361,0.469,P. Smith1B,5,2,3,2,1,0,1,0.4,0.486,0.667
,T. O'NeillRF,3,0,1,0,0,0,0,0.316,0.386,0.526,J. NaylorDH,4,1,3,3,1,0,0,0.34,0.418,0.511
,C. MullinsCF,3,0,0,0,0,0,0,0.286,0.4,0.571,E. Suarez3B,5,0,1,0,0,0,3,0.156,0.296,0.533
,R. Mountcastle1B,3,0,0,0,0,0,0,0.268,0.302,0.317,A. ThomasCF,2,1,0,0,0,1,1,0.308,0.367,0.462
,H. KjerstadLF,3,0,0,0,0,0,0,0.207,0.226,0.241,J. McCarthyLF,4,1,1,0,0,0,0,0.038,0.103,0.077
,R. Urias3B,3,0,1,0,0,0,0,0.324,0.395,0.353,T. Tawa2B,4,0,1,2,0,0,0,0.182,0.25,0.182
,J. Holliday2B,3,0,0,0,0,0,1,0.25,0.268,0.4,J. HerreraC,4,0,0,0,0,0,2,0.214,0.267,0.429
,team,28,0,4,0,0,2,3,,,,team,36,9,14,9,4,3,8,,,
,gameId: 401695088,,,,,,,,,,,,,,,,,,,,,
,T. FriedlCF,5,1,1,1,0,0,1,0.245,0.288,0.327,L. Wade Jr.1B,3,0,0,0,0,0,1,0.105,0.146,0.289
,S. Espinal3B,5,1,1,0,0,0,1,0.233,0.281,0.267,aC. SchmittPH-1B,2,0,0,0,0,0,0,0.182,0.25,0.273
,N. MartePR-3B,0,0,0,0,0,0,0,0,0,0,W. AdamesSS,4,1,0,0,0,1,0,0.184,0.241,0.224
,E. De La CruzSS,5,1,2,2,0,0,2,0.25,0.291,0.423,J. LeeCF,5,1,3,1,0,0,1,0.333,0.375,0.533
,G. Lux2B,4,1,1,2,0,1,2,0.227,0.306,0.295,M. Chapman3B,5,1,0,0,0,0,2,0.205,0.327,0.386
,C. Encarnacion-Strand1B,5,0,0,0,0,0,2,0.174,0.204,0.326,H. RamosLF,5,0,0,0,0,0,1,0.235,0.264,0.471
,W. BensonLF,4,0,0,0,0,0,4,0,0,0,M. YastrzemskiRF,5,2,2,2,1,0,1,0.344,0.462,0.594
,S. SteerDH,4,0,0,0,0,0,1,0.143,0.211,0.286,W. FloresDH,4,2,3,2,1,0,1,0.273,0.304,0.614
,J. FraleyRF,2,1,0,0,0,2,1,0.188,0.235,0.219,P. BaileyC,4,1,2,1,0,0,1,0.194,0.265,0.355
,A. WynnsC,2,1,1,1,0,1,1,0.273,0.333,0.545,T. Fitzgerald2B,4,0,2,1,0,0,0,0.219,0.265,0.281
,aJ. HurtubisePH,1,0,0,0,0,0,1,0.143,0.4,0.143,team,41,8,12,7,2,1,8,,,
,J. TrevinoC,0,0,0,0,0,0,0,0.273,0.333,0.455,,,,,,,,,,,
,team,37,6,6,6,0,4,16,,,,,,,,,,,,,,
,gameId: 401695089,,,,,,,,,,,,,,,,,,,,,
,T. WardLF,4,1,1,1,1,1,0,0.196,0.24,0.283,Y. Diaz1B,4,1,2,1,1,0,1,0.174,0.204,0.283
,N. Schanuel1B,4,0,2,0,0,1,1,0.293,0.383,0.366,J. CamineroDH,4,1,0,0,0,0,1,0.229,0.263,0.343
,M. TroutRF,4,0,1,0,0,1,0,0.179,0.32,0.436,C. Mead2B,4,1,2,0,0,0,0,0.167,0.211,0.222
,J. SolerDH,3,1,1,1,1,1,1,0.231,0.304,0.513,C. MorelLF,3,0,1,0,0,1,2,0.28,0.379,0.36
,L. O'HoppeC,4,0,0,0,0,0,3,0.324,0.343,0.765,D. JansenC,2,1,0,0,0,2,0,0.038,0.194,0.038
,Y. Moncada3B,1,0,0,0,0,0,1,0.19,0.37,0.286,J. CaballeroRF-3B,3,1,1,4,1,0,2,0.278,0.409,0.611
,N. Lopez3B,2,0,0,0,0,0,0,0,0,0,C. Montes3B,3,0,1,0,0,0,0,0.333,0.333,0.333
,aL. RengifoPH-3B,1,0,0,0,0,0,0,0.243,0.31,0.405,K. MisnerCF,0,0,0,0,0,0,0,0.385,0.414,0.692
,K. ParisCF,4,2,2,2,2,0,0,0.44,0.533,1.12,J. MangumCF-RF,3,0,0,0,0,0,0,0.367,0.387,0.433
,Tim Anderson2B,3,0,0,0,0,1,0,0.154,0.185,0.192,T. WallsSS,3,0,0,0,0,0,1,0.143,0.273,0.143
,K. NewmanSS,3,0,0,0,0,0,1,0.063,0.063,0.063,team,29,5,7,5,2,3,7,,,
,bT. d'ArnaudPH,1,0,0,0,0,0,1,0.143,0.2,0.143,,,,,,,,,,,
,team,34,4,7,4,4,5,8,,,,,,,,,,,,,,
,gameId: 401695092,,,,,,,,,,,,,,,,,,,,,
,N. MatonDH,3,1,1,0,0,1,2,0.185,0.333,0.407,S. KwanLF,5,2,4,4,1,0,0,0.356,0.42,0.511
,A. Vaughn1B,4,0,0,0,0,0,1,0.125,0.205,0.25,J. Ramirez3B,4,0,0,0,0,0,1,0.25,0.364,0.639
,M. Vargas3B,4,0,0,0,0,0,3,0.163,0.265,0.209,C. SantanaDH,3,0,0,0,0,1,1,0.267,0.333,0.444
,M. ThaissC,3,0,1,0,0,1,1,0.227,0.419,0.318,K. Manzardo1B,4,1,1,2,1,0,0,0.225,0.327,0.6
,A. SlaterRF,4,0,1,0,0,0,1,0.25,0.25,0.5,N. JonesCF,4,0,1,0,0,0,3,0.133,0.278,0.2
,L. Sosa2B,4,0,2,0,0,0,0,0.229,0.25,0.343,J. NoelRF,4,1,1,0,0,0,0,0.16,0.214,0.16
,B. BaldwinLF,4,0,0,0,0,0,1,0.212,0.206,0.333,B. NaylorC,3,1,1,0,0,1,0,0.172,0.273,0.276
,M. TaylorCF,2,0,0,0,0,1,1,0.158,0.238,0.316,D. Schneemann2B,4,0,0,0,0,0,1,0.053,0.182,0.211
,J. AmayaSS,3,0,0,0,0,0,2,0.103,0.129,0.103,B. RocchioSS,3,1,2,0,0,1,0,0.219,0.306,0.281
,team,31,1,5,0,0,3,12,,,,team,34,6,10,6,2,3,6,,,
,gameId: 401695093,,,,,,,,,,,,,,,,,,,,,
,K. SchwarberDH,5,1,1,1,1,1,0,0.283,0.411,0.739,O. Albies2B,5,1,1,0,0,0,2,0.2,0.245,0.3
,T. TurnerSS,5,0,1,0,0,0,2,0.27,0.372,0.405,A. Riley3B,4,2,2,1,0,1,0,0.224,0.283,0.429
,B. Harper1B,2,0,0,0,0,3,0,0.267,0.4,0.444,M. OzunaDH,5,1,3,2,1,0,1,0.316,0.509,0.526
,N. CastellanosRF,5,1,0,0,0,0,5,0.273,0.333,0.477,M. Olson1B,4,0,0,1,0,0,1,0.19,0.346,0.333
,M. KeplerLF,5,0,2,0,0,0,0,0.237,0.356,0.368,S. MurphyC,4,0,0,0,0,0,3,0.273,0.385,0.545
,J.T. RealmutoC,4,0,2,0,0,1,1,0.257,0.35,0.343,B. De La CruzLF,4,0,2,0,0,0,0,0.267,0.313,0.3
,A. Bohm3B,5,0,0,0,0,0,0,0.16,0.176,0.18,S. FairchildRF,2,0,0,0,0,0,0,0.143,0.143,0.429
,B. Stott2B,3,0,1,0,0,2,1,0.282,0.364,0.41,aJ. KelenicPH-RF,1,0,0,0,0,1,1,0.161,0.278,0.258
,B. MarshCF,2,0,0,0,0,0,0,0.133,0.257,0.233,M. Harris IICF,3,0,0,0,0,0,2,0.209,0.217,0.326
,aE. SosaPH,1,0,0,0,0,0,1,0.458,0.48,0.625,N. AllenSS,4,0,1,0,0,0,0,0.273,0.304,0.318
,J. RojasCF,1,0,0,1,0,1,0,0.4,0.5,0.4,team,36,4,9,4,1,2,10,,,
,team,38,2,7,2,1,8,10,,,,,,,,,,,,,,
,gameId: 401695094,,,,,,,,,,,,,,,,,,,,,
,B. BichetteSS,4,0,1,0,0,1,2,0.288,0.348,0.356,J. DuranLF,3,1,2,1,0,2,1,0.25,0.313,0.333
,A. Gimenez2B,5,1,0,0,0,0,3,0.224,0.339,0.449,R. DeversDH,5,0,2,0,0,0,1,0.278,0.375,0.426
,A. SantanderDH,5,0,1,0,0,0,3,0.185,0.29,0.204,D. HamiltonPR,0,1,0,0,0,0,0,0.056,0.105,0.056
,G. SpringerRF,4,0,1,1,0,0,0,0.429,0.479,0.69,A. Bregman3B,4,0,1,1,0,0,0,0.288,0.328,0.475
,W. Wagner1B-3B,4,1,0,0,0,1,2,0.235,0.333,0.294,T. Casas1B,4,0,1,0,0,0,1,0.17,0.235,0.277
,E. Clement3B,3,0,0,0,0,0,0,0.097,0.194,0.129,T. StorySS,5,0,2,1,0,0,2,0.264,0.291,0.396
,D. SchneiderLF,0,0,0,0,0,1,0,0,0.235,0,K. Campbell2B,3,0,0,0,0,1,0,0.318,0.426,0.545
,A. RodenLF,2,0,1,0,0,0,1,0.229,0.317,0.286,W. AbreuRF,3,0,0,0,0,1,1,0.35,0.48,0.65
,aM. StrawPH-CF,2,1,1,0,0,0,0,0.35,0.381,0.45,C. RafaelaCF,4,0,0,0,0,0,2,0.205,0.279,0.205
,T. HeinemanC,4,0,3,1,0,0,0,0.5,0.526,0.722,C. NarvaezC,2,0,0,0,0,0,1,0.24,0.345,0.36
,N. LukesCF,1,0,0,0,0,0,0,0.158,0.273,0.158,aR. RefsnyderPH,1,1,0,0,0,0,0,0.333,0.385,0.333
,bV. Guerrero Jr.PH-1B,2,0,0,1,0,0,0,0.278,0.355,0.333,B. SabolC,1,1,0,0,0,0,1,0,0,0
,team,36,3,8,3,0,3,11,,,,team,35,4,8,3,0,4,10,,,
,gameId: 401695095,,,,,,,,,,,,,,,,,,,,,
,B. Turang2B,5,0,0,0,0,0,1,0.296,0.328,0.481,B. DoyleCF,5,2,4,5,1,0,1,0.321,0.357,0.547
,J. ChourioRF,4,1,1,0,0,0,1,0.31,0.305,0.655,Z. VeenRF,5,0,1,1,0,0,0,0.167,0.231,0.25
,C. YelichLF,3,1,1,0,0,1,0,0.182,0.308,0.409,K. FarmerSS,4,0,1,0,0,1,1,0.303,0.351,0.394
,W. ContrerasDH,3,0,1,1,0,1,1,0.167,0.314,0.333,R. McMahon3B,4,1,2,0,0,0,1,0.295,0.36,0.477
,G. MitchellCF,2,0,0,0,0,1,1,0.258,0.361,0.323,N. MartiniDH,2,0,0,0,0,0,0,0.318,0.4,0.318
,aI. CollinsPH,1,0,0,0,0,0,0,0.278,0.278,0.444,aS. BouchardPH-DH,1,1,0,0,0,1,1,0.154,0.389,0.385
,S. FrelickCF,0,0,0,0,0,0,0,0.356,0.431,0.422,M. Toglia1B,4,1,3,1,0,0,0,0.191,0.24,0.255
,J. Bauers1B,2,0,0,0,0,1,1,0.231,0.412,0.538,T. Freeman2B,3,0,0,0,0,1,0,0.091,0.313,0.091
,bR. HoskinsPH-1B,1,0,0,0,0,0,1,0.161,0.289,0.161,M. MoniakLF,2,2,1,0,0,2,0,0.263,0.391,0.632
,J. OrtizSS,2,0,0,0,0,2,0,0.2,0.294,0.222,J. StallingsC,2,0,0,0,0,0,2,0.118,0.167,0.118
,O. Dunn3B,4,0,1,0,0,0,1,0.192,0.185,0.269,bK. BryantPH,1,0,0,0,0,0,1,0.188,0.235,0.25
,E. HaaseC,3,0,0,0,0,0,2,0.2,0.273,0.5,H. GoodmanC,0,0,0,0,0,0,0,0.237,0.31,0.474
,cV. CapraPH,1,0,0,0,0,0,1,0.125,0.125,0.25,team,33,7,12,7,1,5,7,,,
,team,31,2,4,1,0,6,10,,,,,,,,,,,,,,
,gameId: 401695097,,,,,,,,,,,,,,,,,,,,,
,M. Harris IICF,5,0,1,0,0,0,1,0.208,0.216,0.313,Y. DiazDH,4,0,2,0,0,0,1,0.189,0.214,0.283
,A. Riley3B,4,1,2,0,0,0,0,0.245,0.298,0.434,B. Lowe2B,3,0,0,1,0,0,0,0.271,0.294,0.458
,M. OzunaDH,3,1,1,1,1,1,0,0.317,0.509,0.585,J. Caminero3B,4,0,0,0,0,0,1,0.256,0.283,0.372
,M. Olson1B,4,0,1,1,0,0,1,0.196,0.339,0.326,J. Caballero3B,0,0,0,0,0,0,0,0.25,0.4,0.55
,O. Albies2B,3,1,1,1,1,1,1,0.208,0.263,0.358,J. Aranda1B,4,0,0,0,0,0,2,0.324,0.385,0.588
,B. De La CruzLF,4,0,0,0,0,0,3,0.235,0.278,0.265,C. MorelLF,4,2,3,1,1,0,1,0.303,0.378,0.455
,J. KelenicRF,2,0,1,0,0,0,1,0.182,0.289,0.303,K. MisnerCF,4,2,2,0,0,0,0,0.375,0.417,0.656
,aS. FairchildPH-RF,2,0,0,0,0,0,0,0.111,0.111,0.333,D. JansenC,4,1,3,4,1,0,0,0.133,0.257,0.267
,D. BaldwinC,4,0,1,0,0,0,2,0.167,0.242,0.233,J. MangumRF,4,0,0,0,0,0,1,0.297,0.316,0.351
,O. ArciaSS,4,0,0,0,0,0,0,0.208,0.24,0.25,T. WallsSS,2,1,1,0,0,1,0,0.167,0.306,0.167
,team,35,3,8,3,2,2,9,,,,team,33,6,11,6,2,1,6,,,
,gameId: 401695098,,,,,,,,,,,,,,,,,,,,,
,J. India3B,4,0,0,0,0,0,2,0.216,0.333,0.275,S. KwanLF,5,1,1,1,0,0,0,0.34,0.4,0.48
,B. Witt Jr.SS,2,0,2,0,0,2,0,0.308,0.393,0.481,J. Ramirez3B,5,0,1,0,0,0,1,0.244,0.347,0.585
,V. Pasquantino1B,3,0,0,0,0,1,0,0.167,0.241,0.313,C. Santana1B,3,0,1,1,0,2,0,0.271,0.357,0.438
,S. PerezDH,3,0,1,0,0,1,0,0.208,0.263,0.302,K. ManzardoDH,3,1,0,0,0,1,1,0.209,0.333,0.558
,M. Massey2B,4,0,0,0,0,0,1,0.213,0.24,0.277,J. NoelRF,3,1,0,0,0,0,1,0.143,0.194,0.143
,H. RenfroeRF,3,0,0,0,0,1,1,0.143,0.231,0.171,aN. JonesPH-RF,1,1,1,0,0,0,0,0.161,0.297,0.258
,D. WatersLF,4,0,1,0,0,0,2,0.286,0.286,0.286,G. Arias2B,4,1,3,3,1,0,0,0.256,0.318,0.436
,F. FerminC,3,0,1,0,0,0,0,0.167,0.211,0.167,A. MartinezCF,3,0,3,1,0,0,0,1,0.75,1.333
,K. IsbelCF,3,0,0,0,0,0,1,0.242,0.242,0.364,A. HedgesC,3,1,0,0,0,1,3,0.111,0.429,0.444
,team,29,0,5,0,0,5,7,,,,B. RocchioSS,4,1,1,0,0,0,0,0.222,0.3,0.278
,,,,,,,,,,,,team,34,7,11,6,1,4,6,,,
,gameId: 401695099,,,,,,,,,,,,,,,,,,,,,
,E. Valdez2B-1B,3,0,0,0,0,1,0,0.15,0.227,0.3,T. FriedlCF,3,1,1,0,0,1,1,0.25,0.304,0.327
,B. ReynoldsDH,4,0,1,0,0,0,1,0.2,0.279,0.364,B. DunnRF-LF,2,1,0,0,0,2,2,0.182,0.333,0.364
,J. BartC,1,0,0,0,0,0,0,0.275,0.37,0.425,E. De La CruzSS,3,1,0,0,0,1,0,0.236,0.288,0.4
,T. Cheng2B,2,0,0,0,0,0,1,0,0,0,S. SteerDH,3,1,0,0,0,1,1,0.132,0.214,0.263
,aA. McCutchenPH,1,0,0,0,0,0,0,0.258,0.324,0.419,J. Candelario3B,3,1,1,2,1,1,0,0.152,0.231,0.239
,A. CanarioRF,0,0,0,0,0,0,0,0.071,0.133,0.071,C. Encarnacion-Strand1B,3,0,0,0,0,0,1,0.163,0.192,0.306
,E. Rodriguez1B-C,4,0,1,0,0,0,2,0.205,0.279,0.282,G. LuxLF,3,0,0,0,0,0,2,0.213,0.288,0.277
,K. Hayes3B,2,0,0,0,0,2,1,0.229,0.327,0.354,J. FraleyRF,0,0,0,0,0,0,0,0.188,0.235,0.219
,J. SuwinskiCF,3,1,0,0,0,1,1,0.107,0.265,0.143,S. Espinal2B,3,0,1,0,0,0,0,0.242,0.286,0.273
,T. PhamLF,3,1,1,1,0,0,0,0.14,0.255,0.186,J. TrevinoC,3,0,1,0,0,0,0,0.28,0.333,0.44
,A. FrazierRF-2B,3,1,1,2,1,0,0,0.171,0.222,0.244,team,26,5,4,2,1,6,7,,,
,I. Kiner-FalefaSS,3,0,0,0,0,0,2,0.279,0.367,0.302,,,,,,,,,,,
,team,29,3,4,3,1,4,8,,,,,,,,,,,,,,
,gameId: 401695100,,,,,,,,,,,,,,,,,,,,,
